Yorum,Label
bir samsung kullanıcısı iseniz kesinlikle şaşmayın samsung dan başka bir telefona bakmayıntelefonum eskidiği bakınmaya başladım alsam falan herkezin önerdiği huawei modellerine bakmaya başladımp 20 lite p smart 2019 y7 2019 falan bir türlü ısınamadım telefonlara sonra gezinirken nette m20 cihazının bana uygun olduğuna karar verdim düşünmeden sipariş verip aldım iyikide almışım memnunumbataryasi ileri geri konuşan arkadaşlar olmuş ben gece gündüz ful açık çoğu zaman nette gezmeme rağmen 3güne sırtını yaslıyor olsunbence samsung vazgecilmezim,1
ürünü gerçekten güzel 3 5 gün şarjı gidiyor idare etmek isterseniz 4 günde kullanabilirsiniz ben şahsen memnun kaldım,1
hediyeler teşekkürler,1
yeni teslim aldim deneme aşamasında,1
ürünü 2 aydır kullanıyorum gördüklerim ekranı tam ekran şık kullanışlı bataryası iyi gidiyor sırf özellik bile tercih edilir donma yavaşlama problemi yok genel olarak sorun çıkarmadı ekşi yönleri batarya nedeniyle biraz kalın ağır rahatsız edecek kadar değil ekran aydınlatmasının otomatik özelliği biraz kararsız çalışıyor dokunmatik ekran tam ekran olduğundan tek elle tutup dokunmak güç el kenarlara değdiği istenilen yere dokunamıyorum tek el modunu açmadan kameranin gece modu cok kotu flash patlayinca sacma resimlsr cekiyor dis isiksiz mekanlarda fiyatlara genel durum gerci genel olarak tavsiye edilir,1
ürün elime ulaştı teşekkür ederim,1
fp ürünü test edemedim inşallah parasını hakeder,1
batarya kalitesini göreceğiz kullanınca,1
güzel telefon teşekkürler,1
fiyata şuanda alinabilir iyi telefon bataryası aldım ben 2 gün rahat gidiyor kalitesi zaten samsung pişman olmayacağınız bir telefon,1
telefonun fiyatıyla performansa oranı gerçekten başarılı bir telefon telefonun 2 günde elime ulaşması ayrı başarılı teşekkürler hepsiburada 👋,1
memnunum satıcı 32 gb hafıza kartı yanında hediye olması güzel fiyata bence alınacak iyi telefon şarj hız iyi samsung kalite,1
5000 batarya 32gb 32gb firma hediyesi hfz kartı exynos octa 7885 177 8 çekirdek işlemci işe güçlü bir sisteme sahip 6’30 ınc ekran 3gb ram bence emsallerine göre iyi ayrıca samsung tr garantisinide unutulmamalı tam şarjdn sonra aktif olarak 3 gün kullanıyorum tavsiye ederim,1
telefon gerçekten fiyatına göre kamera özellikle batarya konusunda muazzam düşünmeden alınabilecek bir cihaz,1
sorunsuz teslimat hafıza kartı hediyesi güzel oldu teşekkürler,1
güzel telefon özelliklerine bakıldığı zaman umduğunuz hız şarj süresini karşılıyor şık rahat bir telefon eşime aldım gayet memnun kaldı,1
3gb ram biraz yetersiz gelebilir onun dışında fiyata iyi bir telefon 1 hafta teslimat süresi vardı 2gün geldi ayrıca samsung türkiye ye 32gb hediye hafıza kartı teşekkür ediyorum,1
telefon bence tam fiyat performans ürünü 2 adet aldık arka kamerasının biraz kötü fiyatına göre gayet iyi hende samsung garantisi altında bence alınabilir,1
tşkrler ürün kalıtelı kargo hızlı,1
güzel bir telefon mükemmel gönderim teşekkürler,1
hizli bir telefon standart samsung buda hafizasi dolunca kasmaya baslicak begendim ben 5000 mah bataryasini tabi,1
telefon güzel fiyatının hakkını fazlasıyla veriyor samsung türkiyeden aldım siparişim sorunsuz geldi paketleme sağlamdı samsung kutusu içinde balonlu naylonlar desteklenmişti açıklamada görememiştim 32 gb sd kart hediye olarak geldi,1
ürün fiyatına göre güzel kargo beklenenden önce geldi memnun kaldık,1
excellent phone and good price,1
öncelikle şık görüntüsü fiyatının üzerinde yüz tanıma parmak izi gayet iyi şarjı söylememe gerek yok zaten benim alma sebebim batarya idi 2 gün tereddütsüz kullanım sağlar,1
güzel ürün 5000 mah batarya kalitesini kullanınca göreceğiz,1
teşekkürler,1
saıcı samsung olan alışverişimden memmun kaldım hepsiburada aracılığı sorunsuz sıkıntısız teslimat süreci kalite konuşuyor ürüne gelince kullanmanız gerekiyor zaman ancak kaliteyi hissedersiniz nano sim hafıza kartı desteği açılmayan arka kapak yeni nesil şarj sistemi kamera gerçekten kaliteli süper ötesi bir beklemeyin fiyata satıcı samsungdan alırsanız 32 gb hafıza kartı hediyesi geliyor telefon güzel kullanımı rahat fiyata değer bir telefon samsung kalitesi,1
uygun fiyat hızlı gönderim ayrıca hediye olarak gönderilen hafıza kartı teşekkür ederim tavsiye ederim,1
telefon harika kamerası bataryası iyi günlük kullanım ideal bir telefon hepsinden önemlisi buradanım kalite güven hızlı kargo hizmeti mikemmelll,1
hızlı gonderi hemde fiyatperformans herkese gönderirim ayrica samsung turkiye garantisi onemli,1
derse desin batarya mükemmel bugün sabahtan beri kullanmama karşı saat 0015 hâlâ 55 sürekli inceliyorum ayrıca gayet hızlı gayet net foto çekiyor eski telefonları satıp iki tane aldım içinden birde hafıza kartı hediye geldi teşekkürler demekten başka bir bulamıyorum samsung türkiye hemde hepsiburada teşekkürler,1
iyi iyi almışım,1
mukemmel bir urun beklentim dusuktu son derece kullanisli bir urun,1
iphone 7 kullanıcısıyım ilk beğendiğim bir ürün diyebilirim fiyatlara,1
telefon mükemmel fiyatı gayet uygun kargosuda sorunsuz hızlı düşünmeden alın derim,1
telefon fiyatına göre güzelkamerası bataryası mükemmel,1
indirimli alınan fiyatına göre güzel,1
öncelikle 1 5 günde gönderdikleri teşekkür ederimtelefonu eşim anneler günü hediyesi olarak aldık ilk izlenimlerimiz orta sekmen olmasına karşılık güzel beğenmeyen kişiler sanırım 8 12 bin liralık telefonla kıyaslıyorlar paraya alınacak iyi telefon bence alan pişman olmaz samsung batarya olarakta kendini bayağı aşmış,1
ürünü eşime aldim kamera gayet iyi fiyat performans olarak gayet guzel buradaki yorüm lara bakarak aldım pişman olmadım herkese tavsiye ederim,1
güvenilir satıcı hızlı kargo,1
sosyal medya günlük işlerde kullanması babama aldım yanında 32gb hafıza kartı gönderdiği satıcıya teşekkür ediyoruz ön kamerası iyi çekmiyor arka kamerası muazzam kullanımı akıcı henüz herhangi bir eksi yönünü görmedik fiyata alınabilecek iyi telefon olduğunu düşünüyorum,1
anneler gününe hediye aldım siparişin ertesi günü ürün elime ulaştı gayet güvenilir paketlenmiş ayrıca 32 gb hafıza kartı hediyesiyle geldi samsung türkiye buradaya teşekkür ediyorum,1
ben esim icin mavi rengini aldim rengi parliement mavisi esim bayildi biraz agir ekrani ses kalitesi yuksek parasina gore telefon alinabilir,1
telefondan önce j7 prime kullanıyordum m20 kullanımı güzel keyif veriyor insana tasarım harika performans harikaoyun düşkünü olmayan birisine gayet kullanışlı zevk verici piyasada özellik olarak aynı pahalı cihazlara para vermeyin derimürün gayet güzel bir şekilde paketlenmiş şekilde elime ulaştıteşekkürler hepsiburada,1
ürün fiyatına göre beklenenin üstünde kötü yorumlara kulak asmayın,1
tam bir fiyat performans ürünü fiyata böyle bir ürün bulamassınız j7 prime a7yle yarışıyor kurye tam zamanında getirdi,1
telefon güzel hiçbir problemi yok baş parmağım üstüne yetişmiyor,1
cihaz paraya müthiş gerçekten hi düşünmeye gerek yok,1
fiyatına kıyasla başarılı bir cihaz hızlı gönderim samsung güvencesi tavsiye ederim,1
telefon şahane günlük işlerinizde yarıyolda bırakmayacak bir telefon 5000 mah pil rahat 2 günü çıkarıyor hızlı şarjıda unutmamak gerek aktif kullanımda sıkıştrmama rağmen telefonu 1 5 günü çıkarıyorşaşırttın beni samsung😂 kamera ön arka çekimleri iyi profesyonel çekim istiyorsanız gidip kendinize 3 5 bine fotoğraf makinesi alabilirsiniz telefonun kamerası genel olarak tatminkar dış kasa plastik kaygan biraz dikkatli tutmak gerek elde hafif kalın telefon kadarda olsun 5000 mah canavar yatıyor içinde 😂 pubg asphalt oyunlarını yüksek grafik değerlerinde sorunsuz oynadım nadiren olsa pubg kasıyor endişelenecek kadar değil kısacası tavsiye ederim,1
samsung m20 32 gb aldim urun gayet iyi hatta mukemmel tesekkurler,1
samsung turkiye magzasindan annem icin aldım gercekten guzel telefon islerinizi fazlasiyla gorur hediye 32gb hafiza karti icin tesekkurler,1
telefonu babam aldım hızlı bir şekilde elime ulaştı başlangıç orta kullanım arası bir cihaz bataryası işlemcisi kamerası yarı profesyonel kullanım ideal güzel yanı telefonun makyajının kaliteli şık olması ekran canlılığı iyi dediğim yüksek beklentileri olmayan kullanıcılar güzel telefon teşekkürler,1
ürünü hediye olarak aldım bir saat önce elime geçti kullanma şansım olmadı ancak kısa sürede kargolanmış olması hediye 32 gb hafıza kartının paket içeriğinde mevcut olması tatmin edici inşaallah telefon kullanılmaya başlandığında sorunsuz çalışır tatmin edici bir performans karşılaşırız,1
lansman satışlarında aldım ilk çıktığı günden beri kullanıyorum aradığınıza göre değişen bir telefon batarya mükemmel kamera çekimi güzel ekranın bazen algılamada sıkıntı yaptığı oluyor onunda kaynağı işlemcinin çalışma yoğunluğu galiba işlemci yoğun çalışmada ısınıyor yinede bir hafta sonu tatilinde sürekli navigasyon açık olarak sürekli video kamera açık internete bağlı halde akşam 1130 a kadar kullanıyorum şarjım saatte yüzde 40 kalıyor,1
beyler telefon harika aldim yeni gecti elime mukemmel ayrica 32 gb hafiza karti icinde tesekkur ederim cihaz on numara hic kacirma al derim sana,1
arkadaşıma eşine 1 er tane aldık başarılı paletleme teslimata kadar herşey süper cihaz fiyatına göre başarılı iyi müzik kalitesi güzel bir kullaklık alabilirsiniz,1
hızlı teslimat özenli paketleme 32gb hafıza kartı hediyeli gayet güzel bir ürünalırken tereddütte kalmıştım an memnunum teşekkürler,1
sorunsuz iyi cihaz,1
bir gün içinde teslimat özenli paketleme ürün oldukça güzel teşekkürler,1
fiyata böyle telefon bulamazsınız kamera iyi hız iyi şarj harika yanında 32 gb hafıza kartı şuan toplam 64 gb hafızam var gayet yeterli ben 2 gündür kullanıyorum herhangi olumsuzluk görmedim alacak niyeti olan varsa gönül rahatlığı alabilir kargo kapıma değil apartman girişine bırakmış öyle bir problem yaşadım kargoyu şikayet ettim yardımcı oldular,1
tam bir fiyat fayda ürünü herkese tavsiye ederim ürün harika,1
telefon gayet güzel beğendim,1
bataryası iyi alın pişman olmazsınız,1
fiyatına göre başarılı telefon korgo 5 günde elime ulaştı,1
ben halen s3 mini kullanıyorum 6 yıl oldu tamir görmedi eminim mükemmeldir eşime alıyorum inşallah utandırmaz bizi,1
biriz agir oda bataryasi buyuk ondan yoksa super,1
fiyata tasarım özellikler batarya marka harika teşekkürler samsung teşekkürler hepsiburada,1
telefon fena değil almak isteyenlere tavsiye ederimfiyat olarakta gayet iyi bence,1
teşekküeler burada gönul haratligiyla aliş veris yapabilirsiniz sorunsuz,1
ikinci aldım sadece pil bile tercih edilebilir şarj 1 hafta gidiyor tam bir anne baba telefonu,1
fiyat performans canavarı,1
hızlı güvenli teslimat telefon performansı iyi telefon açıklamasında verilen bilgiler aynı,1
fiyatına göre gayet başarılı telefon bir tane m10 almıştım bir tanede arkadaşıma m20 aldım ikiside gayet güzel tavsiye ederim,1
bataryası mükemmel diğer özellikleriyle orta segment olarak güzel tavsiye ederim,1
telefondan memnun kaldım tam fiyat performans telefonu teşekkürler hepsiburada,1
güzel telefon gece çekimi iyi şarj hızlı doluyor gec bitiyor,1
arkadaşlar olumsuz yorum yazanları ciddiye almayın anneme aldım kıskandım kadar diyorum anlayın artık çekinmeden alın şık iyi,1
ürün sitede yazılı gönderim süresinden önce gönderildi kutu dışı içinde herhangi bir sıkıntı yok gayet güzel paketlenip elime ulaştı 32gb kart hediyesi ayrıca teşekkür ederim ürün fp açısından ideal ürünlerden biridir almayı düşünen var an samsung garantili uygun fiyat hepsiburada,1
ekranı güzel kargo hızlı uygun fiyat,1
fiyatına göre harika bir telefon kesinlikle tavsiye ederim,1
ürünün paketlemesi son derece özenli güzeldi ürün gayet güzel şık samsung kalitesini hissettiriyor şarjı iyi piyasada 5000 mah lik başka telefon yok zaten fiyatına göre alınabilecek güzel telefon,1
fiyata göre perfonmans iyi yeni nesil şarj girişi hızlı şarjtakılma yok hızlımağaza hızlı şarj yaptı güzel paketlenmiştiteşekkürler,1
kasma donma yapar dye cok korktum gerçekten zerre takılma donma yok parasını sonuna kadar hak ediyor ben eşime aldım kamerası gayet yeterli karanlık resimlerde çektim 7plus la neredeyse aynı ben tek eksik olarak streo hoporler görüyorum ekran gayet canlı parlak bir amoled kadar olmasada bariz bir fark yok gayet yeterli kargolma paketleme herşey süper içerisinde sevk faturası cıktı heralde fatura yerine geçiyor satıcı cok hızlı gönderim yaptı ertesi gün elimde idi syglr,1
kesinlikle fiyatının üstü bir performans telefonu,1
telefon baya iyi fiyatına göre gönül rahatlığıyla alabilirsiniz,1
fiyat özellikte alınabilecek iyi bir telefon,1
arkadaşlar ürünü alalı 1 ay civari oldu gündelik işler kullanirim pek oyun oynamam kamerası iyi olsun derseniz tam bir fiyat performans ürünü tavsiye edebilirim pubg oyununu düşük ayarlarda takilmadan 25 dakika civarı rahat oynadim yüzde 7 8 şarj gitti pubg orta ayarlarda oyun akıci değil idare eder yüz tanıma parmak izi özellikleri gayet yeterli hızda kamerası fiyat segmentindeki bir telefona göre iyi buldum telefon genel kullanimda hızlı takılma yok kargo 2 günde geldi sağlam bir paketleme yapmışlar içinden 32 gb hediye hafiza karti çıktı fatura gelmedi ben e fatura seçeneğini işaretlediğim e posta adresime atmışlar ordan aldım bunları telefonu kullandıktan bir ay sonra yaziyorum,1
telefonu anneme aldım 5000 mah bataryası iyi güzel kullanışlı şık bir telefon,1
hızlı kargo güzel ürün teşekkür ederim,1
bence tek eksiği analiz ekran nfc,1
ürünü samsung türkiye mağazasından satın aldım yanında hediye 32 gb harici sd kart birlikte geldi kargo paketlemesi güzeldi hızlı bir şekilde elime ulaştı bence tereddüt etmeden alınabilecek bir telefon fiyatı sunduğu yenilikler özelliklerle tam anlamıyla fiyat performans ürünü çift kamerası infinitive v sonsuz ekranı yenilikçi bir tasarımı var gövdesinde plastik kullanıldığından telefonun premium hissi vermediğini söyleyenler olmuş segmentteki rakiplerinde genellikle plastik kasa kullanılıyor tasarımları m20ninki kadar iyi değil zaten telefonda metal çerçeve arkada cam bir panel kullanılsaydı fiyatı şekilde olmazdı güzel tasarımı plastik kasa olmasını geri planda bırakıyor anlamda fiyatına göre üst düzey bir telefon olmuş aynı segmentteki rakiplerinden iyi olduğunu samimiyetle söyleyebilirim telefonun arayüzü akıcı tek elle kullanımı rahat 5000mah batarya telefonun biraz kalınlaşmasına sebep olsa şarj konusunda iyi hızlı şarj adaptörü sayesinde şarj olma süresinden oldukça fazla tasarruf edilmiş şarj girişinde usb typec kullanılmış geniş açı desteği sunan çift arka kamera farklı modlarda gerçekten iyi sonuçlar veriyor içine konulan kulaklık klasik samsung kulak içi kulaklık yüz tanıma parmak izi okuyucu gayet hızlı çalışıyor kısacası segmentte fiyat aralığında bir telefon almayı düşünüyorsanız tavsiye ederim,1
bugün geldi telefon harika ürün gönül rahatlığıyla alabilirsiniz,1
telefon şahane,1
ürün son derece ideal ister şarj olarak ister özellik bakımından gayet ideal orta segment bir ürün tavsiye ederim pubg oyununu denemek icin yükledim sorunsuz çalıştı,1
ürünü bir operatör üzerinden kampanya aldım özellikle benim sürekli seyahat eden insanlar bataryası cidden tatmin edici gündüz fotoğraf video çekimleri başarılı cihazda gereksiz özellikler yoknfc bixby vs fiyatına göre bence iyisi,1
bayıldım 10 yıldız olsa hak eder,1
telefonu eşime aldım beğendi güzel telefon aşırı kullanmıyorsanız şarjı 2 günü geçiyoroyun oynamadığımız onunla ilgili yorum yapamıycamkamerası gündüz çekimlerinde iyiuzun oluşu ele oturmasında sıkıntı yaratmıyor ihtiyaca fiyata göre değerlendirmekte yarar var memnun kaldıkalmak isteyenlere tavsiye ederim pişman etmez güzel bir ürün,1
